"group","album","id","Selfdetermination","style","language","City","sex","region","Название.трека","audio","image","Ссылка.на.группу","listen","isaudio","aprize","year","duration","used_link_newname","locallink"
"The Troubled","Spacing Away","sing235","Punk rock","rock","англійська","Київ","чоловіча","київ","","","https://www.neformat.com.ua/images/imagecache/material_680w/news/a3411925714_10.jpg","https://www.facebook.com/Thetroubledpsycho","https://thetroubledpsycho.bandcamp.com/album/spacing-away","","усі альбоми","2018","","img/covers18/wcLmnFagOA.JPEG","yes"
"Transильванія","Dance Elements","sing236","rock","rock","мікс","Одеса","чоловіча","південь","","","https://i.scdn.co/image/d2a39e16a3eb64f96e89132b10db8f2daa4ce76d","https://www.facebook.com/musictransilvania/","https://soundcloud.com/alexey-sholokhov/sets/dance-elements","","усі альбоми","2018","","img/covers18/di3NOZuTnl.JPEG","yes"
"Troye Zillia","Paradise Birds","sing237","world music","ethno","українська","Львів","мікс","захід","","","https://notatky.com.ua/wp-content/uploads/troye-p.jpg","https://www.facebook.com/troyezillia/","https://play.google.com/store/music/album?id=Bweokduvmyzbsnhc4zmded2o2te&tid=song-Teqsh65zwzi6yspg75osddgo7zy","","усі альбоми","2018","","",""
"Twelves","It's Safer On The Outside","sing238","Alternative Metal, Post-Hardcore, Metalcore","metal","англійська","Львів","мікс","захід","","","https://f4.bcbits.com/img/a1130294195_10.jpg","https://www.facebook.com/twelves.music.XII","https://twelvesband.bandcamp.com/album/its-safer-on-the-outside-2","","усі альбоми","2018","","img/covers18/z4xWlnqVp2.JPEG","yes"
"TYUPA","SKELI","sing239","electronic","electronic","українська","Ужгород","мікс","захід","","","https://notatky.com.ua/wp-content/uploads/tyupa-lp-cover-400.jpg","https://www.facebook.com/tyupamusic/","https://soundcloud.com/dzhmilrec/sets/tyupa-skeli?fbclid=IwAR1lcPB4GzNHj0GRSXM6CcKGcRqoWZf5kQVInUJgGDtaSDfN0X8q8B3p6Os","","усі альбоми","2018","","",""
"Ulvegr","Vargkult","sing240","HEATHEN BLACK METAL","metal","англійська","Харків","чоловіча","схід","","","http://www.metal-tracker.com/cache_images/details/2234690.jpg","https://www.facebook.com/Ulvegr/","https://ulvegr.bandcamp.com/album/vargkult","","усі альбоми","2018","","img/covers18/ASVM6gadtu.JPEG","yes"
"US Orchestra","I","sing241","traditional","ethno","немає","Київ","мікс","київ","","","https://f4.bcbits.com/img/a3716683694_16.jpg","https://www.facebook.com/UsOrchestra","https://ukrainska-silska-orchestra.bandcamp.com/album/i","","усі альбоми","2018","","img/covers18/X9F7pJwTyJ.JPEG","yes"
"Vakula","Metaphors","sing242","electronic","electronic","немає","Конотоп","чоловіча","північ","","","https://i1.sndcdn.com/artworks-000214862806-gx74jy-t500x500.jpg","https://www.facebook.com/VakulaLeleka/","https://www.discogs.com/Vakula-Metaphors/release/11626896","","усі альбоми","2018","","img/covers18/Ti468SPiTp.JPEG","yes"
"Viu Viu","FAKE BOY","sing243","dance & edm","pop","мікс","Київ","мікс","київ","","","http://rhyme.ru/wp-content/uploads/2018/10/D5jDVVj7PW4-400x400.jpg","https://www.facebook.com/viuviumusic/?__tn__=K-R&eid=ARBvTrU6UBVy1uU-ov65wezvGTpptDCXzkRA_0o_wpfo45AB8Xim1peE3FMzT8CHiJ3srIV6Bx0YSNvC&fref=mentions&__xts__%5b0%5d=68.ARDD-qK5GXfxnNJ50wmbhP8OZ0y8W2G8B2ZeNBJA5AEvrRp-Fxrg8zXA2Hn1_hPhPvFLBWO9otZHpiSn4udVbghBKnaxvQ-e1lLmboiVN6sEh0bXGBO2BHJLcTK73baxZkpkg-txGOpQZfuxqU0CCrwjFu9EeGJmJgLx2sOXSG9ij1SjPvXUKw","https://soundcloud.com/viuviumusic/sets/viu-viu-fake-boy","","усі альбоми","2018","","img/covers18/u3sL5NLt1m.JPEG","yes"
"Vivienne Mort","Досвід","sing244","indie","indie","українська","Київ","мікс","київ","","","https://notatky.com.ua/wp-content/uploads/dosvid-400.jpg","https://www.facebook.com/vivienne.mort/","https://soundcloud.com/vivienne_mort/sets/dosvid-2018","","усі альбоми","2018","","",""
"Voin Oruwu","Big Space Adventure","sing245","electronic","electronic","немає","Київ","чоловіча","київ","","","https://imagesaws.juno.co.uk/300/CS686272-01A-MED.jpg","https://www.facebook.com/oruwu/?ref=py_c&eid=ARCpBhg5CJ2Y6S8Fiu7LgnGJp-5pQ4bvFGgaYUYQ84C0KCO7HY8rXF2a-oETFctZZzdX5emEIdrH54Hc","https://soundcloud.com/privatepersons/privatepersons007","","усі альбоми","2018","","img/covers18/c9q9fPO42b.JPEG","yes"
"Voloshyna & Bushiko","10 писем к Сапфо","sing246","poetry","indie","російська","Київ","мікс","київ","","","https://scontent.fiev18-1.fna.fbcdn.net/v/t1.0-9/18423728_756385914522244_6928192275539498877_n.jpg?_nc_cat=105&_nc_ht=scontent.fiev18-1.fna&oh=6f1ce5f199316479a111c515a95ec5f8&oe=5C9A7954","https://www.facebook.com/voloshynabushiko/","https://soundcloud.com/voloshyna-bushiko/sets/10-1","","усі альбоми","2018","","","no link"
"Vseravno","Ключ ко всему","sing247","post-hardcore","rock","російська","Київ","чоловіча","київ","","","http://xzona.su/uploads/posts/2018-02/thumbs/1519484532_11748bf712bb3e6ebe4f7f63cf6043f5.jpg","https://www.facebook.com/vseravno.official","https://soundcloud.com/vseravnoband/sets/key","","усі альбоми","2018","","","no link"
"Way Station","The Way of Minstrel","sing248","Post-rock","rock","немає","Київ","чоловіча","київ","","","https://f4.bcbits.com/img/a3806226894_16.jpg","https://www.facebook.com/waystationband/","https://waystation.bandcamp.com/","","усі альбоми","2018","","img/covers18/RgdeXQzkW9.JPEG","yes"
"Woo York","Chasing The Dream","sing249","electronic","electronic","немає","Київ","чоловіча","київ","Second Breath","Woo_York_Second_Breath.mp3","https://scontent.fiev18-1.fna.fbcdn.net/v/t1.0-9/31948851_1255898851206785_3604929633952202752_n.jpg?_nc_cat=109&_nc_ht=scontent.fiev18-1.fna&oh=5396ec8146018e3cea35257c3e08231e&oe=5C9BF19F","https://www.facebook.com/woo.york.official/","https://soundcloud.com/woo-york/sets/chasing-the-dream-lp","yes","усі альбоми","2018","","","no link"
"Yotsuya Kaidan","Крошка​-​комета","sing250","","rock","російська","Одеса","чоловіча","південь","","","https://www.neformat.com.ua/images/imagecache/material_680w/releases/a4107519467_10.jpg","https://www.facebook.com/yotsuyakaidanband/","https://yotsuyakaidan.bandcamp.com/album/-","","усі альбоми","2018","","img/covers18/b8ZCq3zwAM.JPEG","yes"
"YUKO","DURA?","sing251","electronic","electronic","мікс","Київ","мікс","київ","YARYNO","YUKO_YARYNO.mp3","https://i1.sndcdn.com/artworks-000448515327-59b3vv-t500x500.jpg","https://www.facebook.com/yukoUA/","https://soundcloud.com/masterskayalab/sets/yuko-dura","yes","усі альбоми","2018","","img/covers18/XjRMQd82WW.JPEG","yes"
"Yuriy Seredin","Asylum Search","sing252","Jazz","jazz","немає","Київ","чоловіча","київ","Asylum Search","Yuriy_Seredin_Asylum_Search.mp3","https://images-na.ssl-images-amazon.com/images/I/61avmspP3eL._SS500.jpg","https://www.facebook.com/yuriy.seredin","https://itunes.apple.com/de/album/asylum-search-feat-ben-van-gelder-igor-spallati-igor-osypov/1442107261?l=en&fbclid=IwAR3Tu9qVLDA0ARyxy6RfceNz9-rRd1lojxIsbdWiH-9jpcIRHx1bqKtMYiE","yes","усі альбоми","2018","","img/covers18/f4XDFoqLkv.JPEG","yes"
"ZAVOLOKA","Promeni","sing253","Electronica","avant-garde","немає","Vienna","жіноча","закордон","","","https://f4.bcbits.com/img/a1015221388_10.jpg","https://www.facebook.com/Zavoloka.Official/","https://shop.zavoloka.com/album/promeni","","усі альбоми","2018","","img/covers18/aXdt4JXE86.JPEG","yes"
"ZERNO","Егоїст","sing254","indie","rock","українська","Житомир","чоловіча","північ","","","https://luliq.com/wp-content/uploads/2018/02/artworks-000299676537-6ecca3-original-261x261.jpg","https://www.facebook.com/zernoband/?__tn__=K-R&eid=ARAtGUl_Z_1cfyesCp4r2W7AVlQ8SX4o7n9yM-8s51e4frMdQ-DHlUGhkU2LW3vMZ5H1TBFgp6hZSmT8&fref=mentions","https://soundcloud.com/zernoband/sets/egoistalbum","","усі альбоми","2018","","","no link"
"ZWYNTAR","Мертві голоси","sing255","Dark Country / Gothic Americana / Neofolk","country","українська","Київ","мікс","київ","","","https://toloka.to/photos/181217213107804752_f0_0.jpg","https://www.facebook.com/zwyntar/","https://open.spotify.com/album/4MnljRdXRym3wG3GqBsYm2","","усі альбоми","2018","","img/covers18/aCTe5yreSf.JPEG","yes"
"Артем Кай","Доля","sing256","R&B/Soul","r&b and soul","українська","Київ","чоловіча","київ","","","http://rs.img.com.ua/crop?v2=1&w=600&h=0&url=%2F%2Fv.img.com.ua%2Fb%2Forig%2F3%2Fcf%2Ff2c9b0328d154735e2a44d49fd454cf3.jpg","https://www.facebook.com/artemkaiofficial/","https://itunes.apple.com/album/id1436170862","","усі альбоми","2018","","img/covers18/gQwP3YZ6BC.JPEG","yes"
"БалансБiлого","На Балансі","sing257","hip hop & rap","hip hop & rap","українська","Рівне","чоловіча","захід","","","https://www.neformat.com.ua/images/imagecache/material_680w/releases/38494135_1806551662791277_3070537150010228736_n.png","https://www.facebook.com/balansbilogo","https://soundcloud.com/balansbilogo/sets/na-balans-s2018","","усі альбоми","2018","","img/covers18/Xu5loEUpCj.JPEG","yes"
"Балдьож","красивый букет","sing258","instagram pop","pop","специфічна","Київ","жіноча","київ","","","http://www.intermedia.ru/img/news/328870.jpg","https://www.facebook.com/baldiozh/?eid=ARDRpXs6EvkTWnkrKYQIBTGDJAB-XQ4tME2_My2bcGs1RxEszzmbdcftMXqahYmuRkQiLu-0vMYE34LC","https://soundcloud.com/baldiozh/sets/buket","","усі альбоми","2018","","img/covers18/1TP8KSCxTP.JPEG","yes"
"Беz Обмежень","Буду з тобою!","sing259","rock","rock","українська","Мукачево","чоловіча","захід","","","http://notatky.com.ua/wp-content/uploads/bo-lp-400.jpg","https://www.facebook.com/bezobmezhenua/","https://itunes.apple.com/ua/album/%D0%B1%D1%83%D0%B4%D1%83-%D0%B7-%D1%82%D0%BE%D0%B1%D0%BE%D1%8E/1372798155?l=uk","","усі альбоми","2018","","",""
"Брудні","Київ","sing260","rock","rock","українська","Київ","мікс","київ","","","https://i.kfs.io/album/global/41387225,0v1/fit/500x500.jpg","https://www.facebook.com/brudnikyiv","https://soundcloud.com/brudni/sets/kyiv","","усі альбоми","2018","","img/covers18/FTpsq1iLQR.JPEG","yes"
"Вагоновожатые","Референс","sing261","dans/electro","electronic","мікс","Київ","чоловіча","київ","Chelovecheskie slabosti","Vagonovozhatyie_Chelovecheskie_slabosti.mp3","https://www.buro247.ua/thumb/670x830_0/images/2018/11/vagonovozhatye-reference-album-3.jpg","https://www.facebook.com/vagonodrivers/","https://itunes.apple.com/ua/album/%D1%80%D0%B5%D1%84%D0%B5%D1%80%D0%B5%D0%BD%D1%81/1441136499","yes","усі альбоми","2018","","img/covers18/NvhLstihm7.JPEG","yes"
"Ведмідь і Вухо","Сороміцькі пісні","sing262","rap & hip hop","hip hop & rap","специфічна","Макіївка","чоловіча","схід","","","https://i1.sndcdn.com/artworks-000399833100-ixidbz-t500x500.jpg","https://www.facebook.com/vedmidivuho/","https://soundcloud.com/vedmidivuho/sets/hic93xsopvxm","","усі альбоми","2018","","img/covers18/wTWw0uc5Rs.JPEG","yes"
"ВОЛОК","Смертный","sing263","Neo-Folk","avant-garde","немає","Сміла","чоловіча","центр","","","https://f4.bcbits.com/img/a0479781356_16.jpg","https://www.facebook.com/VOLOK.res/","https://volok.bandcamp.com/album/--5","","усі альбоми","2018","","img/covers18/TI6mJbYsL0.JPEG","yes"
"ВОЛОК","Хоровод","sing264","Neo-Folk","avant-garde","немає","Сміла","чоловіча","центр","","","https://www.neformat.com.ua/images/imagecache/material_680w/releases/a3283688473_10.jpg","https://www.facebook.com/VOLOK.res/","https://volokrecords.bandcamp.com/album/--4","","усі альбоми","2018","","img/covers18/Sm6qMsQWtg.JPEG","yes"
"Ворона","Звуки","sing265","pop","pop","російська","Київ","жіноча","київ","","","https://images.shazam.com/coverart/t450768971-b1442002265_s400.jpg","","https://itunes.apple.com/ua/album/%D0%B7%D0%B2%D1%83%D0%BA%D0%B8/1442001964?l=ru","","усі альбоми","2018","","img/covers18/3gwXoZ0DQL.JPEG","yes"
"вышел покурить","никогда","sing266","hip hop","hip hop & rap","російська","Одеса","чоловіча","південь","","","https://muzonov.net/uploads/posts/2018-09/medium/1537956083_1537953823_cover.jpg","https://www.facebook.com/%D0%92%D1%8B%D1%88%D0%B5%D0%BB-%D0%9F%D0%BE%D0%BA%D1%83%D1%80%D0%B8%D1%82%D1%8C-132499760760065/","https://soundcloud.com/mld8nk/sets/nikogda","","усі альбоми","2018","","img/covers18/577DPgTZwP.JPEG","yes"
"Гибкий Чаплинъ","Млекопитание","sing267","alternative rock","rock","мікс","Київ","чоловіча","київ","","","https://i.scdn.co/image/88e1376f7816230a3c65e758d465b9cc601de9fb","https://www.facebook.com/gibkiychaplin","https://soundcloud.com/user-271314968/sets/mlekopitanie","","усі альбоми","2018","","img/covers18/AtZDF97ur2.JPEG","yes"
"Группа БУДУ","чашКачая","sing268","rock","rock","російська","Київ","мікс","київ","","","https://i1.sndcdn.com/artworks-000296731776-09ql2o-t500x500.jpg","https://www.facebook.com/buduband/","https://soundcloud.com/buduband/sets/chashkachaya","","усі альбоми","2018","","img/covers18/KkL4gk9qvS.JPEG","yes"
"Гуцул Каліпсо","Най Бог Бороне","sing269","folk rock","rock","специфічна","Чернівці","чоловіча","захід","","","https://toloka.to/photos/181121230210804752_f0_0.jpg","https://www.facebook.com/GutsulCalipso/","https://itunes.apple.com/ua/album/%D0%BD%D0%B0%D0%B9-%D0%B1%D0%BE%D0%B3-%D0%B1%D0%BE%D1%80%D0%BE%D0%BD%D0%B5/1442127964?app=music&fbclid=IwAR0SlAey5XOH4M-_sPMSAfJ693hrysVGNN6DeSHZEIhYU8oQUBY26bmR-Rw&ign-mpt=uo%3D4","","усі альбоми","2018","","img/covers18/Cb2ZZpGgZf.JPEG","yes"
"Джонні Дивний | Wootabi.","Повний Абзац: Сторона ""А""","sing270","hip-hop & rap","hip hop & rap","українська","Рівне","чоловіча","захід","","","https://i.scdn.co/image/173d91b21df6f856d3270dc64c3c92c1c96188ca","","https://soundcloud.com/price-of-da-rhythm/sets/dzhonn-divniy-wootabi-povniy-abzats-storona-a","","усі альбоми","2018","","img/covers18/o6J2sb4CiR.JPEG","yes"
"Діля і Бєкіров","Молескін","sing271","pop rock","jazz","мікс","Харків","чоловіча","схід","","","http://notatky.com.ua/wp-content/uploads/dilya-bekirov-moleskin-400.jpg","https://www.facebook.com/dilyacomua/","https://www.youtube.com/watch?v=MpHTlowrICg&feature=youtu.be","","усі альбоми","2018","","",""
"Довгий Пес","#СОЦІАЛЬНИЙАЛКОГОЛІК","sing272","hip hop, rap","hip hop & rap","українська","Львів","чоловіча","захід","","","https://notatky.com.ua/wp-content/uploads/pes400.jpg","https://www.facebook.com/DovgiyPes","https://soundcloud.com/dovgiypes/sets/sotsalniyalkogolk","","усі альбоми","2018","","",""
"Дрофа","Keep Blossom In Your Head","sing273","hip hop, rap","hip hop & rap","англійська","Київ","чоловіча","київ","","","https://i1.sndcdn.com/artworks-000296125134-06zcgb-t500x500.jpg","https://www.facebook.com/ddrofa","https://soundcloud.com/ddrofa/sets/keep-blossom-in-your-head-album","","усі альбоми","2018","","img/covers18/RLK4bZqwdK.JPEG","yes"
"Елена Войнаровская","Метеозависимость","sing274","art-rock","rock","російська","Одеса","жіноча","південь","","","https://f4.bcbits.com/img/a0638595134_16.jpg","https://www.facebook.com/e.voynarovskaya","https://elena-v.bandcamp.com/album/--4","","усі альбоми","2018","","img/covers18/YfLT5IfUJc.JPEG","yes"
"Євген Могилевський","Сьома печатка Галілея","sing275","folk funk","ethno","українська","Київ","чоловіча","київ","","","https://yt3.ggpht.com/a-/AAuE7mCZtjjOhZrQ4rVZUvC7Wofui-X_GnY0gnLvag=s900-mo-c-c0xffffffff-rj-k-no","https://www.facebook.com/evgenmogilevskyi/","https://soundcloud.com/evgenmogylevskyi/sets/y6tuevyzlo6r/s-TIPJm","","усі альбоми","2018","","img/covers18/aAjGqpaw3m.JPEG","yes"
